date,price
2020-09-18 00:00:00,10971.45422468
2020-09-19 00:00:00,10959.0
2020-09-20 00:00:00,10957.05507792
2020-09-21 00:00:00,11098.0
2020-09-22 00:00:00,10935.0
2020-09-23 00:00:00,10435.0
2020-09-24 00:00:00,10549.621726
2020-09-25 00:00:00,10266.0
2020-09-26 00:00:00,10752.0
2020-09-27 00:00:00,10708.0
2020-09-28 00:00:00,10750.90937072
2020-09-29 00:00:00,10804.0
2020-09-30 00:00:00,10713.0
2020-10-01 00:00:00,10857.0
2020-10-02 00:00:00,10797.0
2020-10-03 00:00:00,10633.0
2020-10-04 00:00:00,10586.0
2020-10-05 00:00:00,10558.00112605
2020-10-06 00:00:00,10687.0
2020-10-07 00:00:00,10807.0
2020-10-08 00:00:00,10613.0
2020-10-09 00:00:00,10687.32291769
2020-10-10 00:00:00,10942.901982
2020-10-11 00:00:00,11071.0
2020-10-12 00:00:00,11308.0
2020-10-13 00:00:00,11384.0
2020-10-14 00:00:00,11560.0
2020-10-15 00:00:00,11442.72553612
2020-10-16 00:00:00,11440.0
2020-10-17 00:00:00,11511.9497064
2020-10-18 00:00:00,11324.8837331
2020-10-19 00:00:00,11376.0
2020-10-20 00:00:00,11517.0
2020-10-21 00:00:00,11757.0
2020-10-22 00:00:00,11924.12565284
2020-10-23 00:00:00,12811.0
2020-10-24 00:00:00,12982.0
2020-10-25 00:00:00,12930.56664423
2020-10-26 00:00:00,13127.0
2020-10-27 00:00:00,13036.0
2020-10-28 00:00:00,13059.0
2020-10-29 00:00:00,13626.0
2020-10-30 00:00:00,13266.0
2020-10-31 00:00:00,13450.0
2020-11-01 00:00:00,13567.94596627
2020-11-02 00:00:00,13778.27705844
2020-11-03 00:00:00,13755.0
2020-11-04 00:00:00,13560.0
2020-11-05 00:00:00,14029.5896356
2020-11-06 00:00:00,14152.0
2020-11-07 00:00:00,15568.0
2020-11-08 00:00:00,15573.0
2020-11-09 00:00:00,14849.0
2020-11-10 00:00:00,15501.0
2020-11-11 00:00:00,15336.88653372
2020-11-12 00:00:00,15311.53062117
2020-11-13 00:00:00,15709.0
2020-11-14 00:00:00,16296.0
2020-11-15 00:00:00,16308.5948109
2020-11-16 00:00:00,16058.519784
2020-11-17 00:00:00,15965.0
2020-11-18 00:00:00,16719.0
2020-11-19 00:00:00,17674.53552004
2020-11-20 00:00:00,17774.0
2020-11-21 00:00:00,17813.0
2020-11-22 00:00:00,18659.98826325
2020-11-23 00:00:00,18659.98826325
2020-11-24 00:00:00,18390.0
2020-11-25 00:00:00,18364.0
2020-11-26 00:00:00,19133.654712
2020-11-27 00:00:00,18726.475677
2020-11-28 00:00:00,17213.0
2020-11-29 00:00:00,17171.0
2020-11-30 00:00:00,17746.0
2020-12-01 00:00:00,18196.0
2020-12-02 00:00:00,19697.0
2020-12-03 00:00:00,18818.027865
2020-12-04 00:00:00,19229.12373562
2020-12-05 00:00:00,19449.0
2020-12-06 00:00:00,18652.0
2020-12-07 00:00:00,19159.0
2020-12-08 00:00:00,19410.03147
2020-12-09 00:00:00,19196.0
2020-12-10 00:00:00,18329.0
2020-12-11 00:00:00,18558.0
2020-12-12 00:00:00,18263.0
2020-12-13 00:00:00,18050.0
2020-12-14 00:00:00,18818.0
2020-12-15 00:00:00,19180.0
2020-12-16 00:00:00,19282.0
2020-12-17 00:00:00,19459.0
2020-12-18 00:00:00,21318.0
2020-12-19 00:00:00,22791.0
2020-12-20 00:00:00,23124.0
2020-12-21 00:00:00,23801.0
2020-12-22 00:00:00,23427.0
2020-12-23 00:00:00,22712.281776
2020-12-24,23804.0
2020-12-25,23207.87492762
